玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♠3', '♠2', '♦2', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♦J', '♠6', '♣7', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♠Q', '♦3', '♥6', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♠K', '♠Q', '♥T', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♦6', '♠J', '♠5', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♦4', '♥4', '♥J', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♠K', '♣4', '♠2', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♣5', '♠9', '♣7', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♥7', '♦J', '♦T', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♠7', '♣K', '♠2', '♣T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♥T', '♣2', '♠9', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♦T', '♠K', '♦9', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥5', '♣Q', '♦9', '♥4', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♦Q', '♦7', '♥5', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣T', '♦6', '♣3', '♠2', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣9', '♦J', '♦T', '♠2', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♣2', '♦8', '♣Q', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♦J', '♣4', '♥3', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦3', '♣J', '♥8', '♣4', '♣5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♥Q', '♦2', '♥5', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♥T', '♣7', '♠6', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥5', '♥7', '♦7', '♣J', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣7', '♥4', '♠K', '♦7', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♦J', '♦3', '♥K', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♣8', '♦T', '♣9', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♥4', '♣K', '♠T', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♥5', '♥T', '♣T', '♣8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♦J', '♥T', '♥5', '♦3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♣7', '♦7', '♥K', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♣J', '♦Q', '♣3', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥5', '♦6', '♦Q', '♥6', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♠5', '♠8', '♦6', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♠9', '♠5', '♠8', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♠K', '♠7', '♣J', '♦T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥7', '♠6', '♦9', '♠J', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♣9', '♦Q', '♠2', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♥4', '♥9', '♣2', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♠T', '♦7', '♣K', '♣3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♦7', '♣4', '♦6', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥5', '♣9', '♠K', '♠7', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♠T', '♥5', '♥Q', '♦T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♦T', '♥6', '♠3', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♥T', '♣2', '♥Q', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♣6', '♥6', '♠4', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♦5', '♠6', '♦4', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♦2', '♠T', '♥7', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♣K', '♣T', '♥J', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♥T', '♥3', '♠2', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♣2', '♦9', '♠5', '♥5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♦T', '♣K', '♣Q', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♥Q', '♣J', '♦8', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♥7', '♣Q', '♠9', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♠J', '♦8', '♠5', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♦8', '♣6', '♠4', '♣3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♣2', '♠K', '♥T', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♥2', '♠3', '♥4', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♠K', '♣5', '♦K', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♠J', '♠9', '♣9', '♥5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♣9', '♠Q', '♥K', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦Q', '♣6', '♥J', '♥4', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♥5', '♥7', '♣4', '♦T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♥3', '♥6', '♠6', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♥T', '♣7', '♠8', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♦9', '♣Q', '♥J', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♦Q', '♠K', '♥Q', '♠6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♣7', '♣8', '♣K', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣T', '♦3', '♥9', '♦9', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♦9', '♠7', '♠T', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♦K', '♥3', '♠2', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♥9', '♠K', '♠7', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♠8', '♣7', '♦9', '♣5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♣4', '♥Q', '♥2', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♠7', '♠3', '♥K', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♠J', '♠9', '♣7', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♦K', '♠8', '♣K', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♦9', '♠6', '♦6', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥J', '♥3', '♦7', '♦J', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♣K', '♦9', '♥Q', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♠J', '♥7', '♣8', '♦T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♥7', '♣K', '♦5', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♦2', '♠4', '♠8', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦6', '♥6', '♦5', '♥5', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♥Q', '♦J', '♣5', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♣8', '♣K', '♦T', '♦3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦6', '♣Q', '♥K', '♦2', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♦K', '♠Q', '♠3', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♦8', '♣5', '♣T', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♥4', '♠6', '♣5', '♠9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♥4', '♦8', '♦5', '♦3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♣J', '♠Q', '♠6', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♣7', '♥8', '♦7', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠5', '♠9', '♣9', '♦7', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♣Q', '♦8', '♣T', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♠J', '♠K', '♦5', '♠6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♦6', '♣7', '♣9', '♦3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♠2', '♣2', '♦Q', '♦6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥K', '♣4', '♣T', '♥J', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♦4', '♥9', '♣8', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦3', '♣6', '♠4', '♣Q', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣5', '♠J', '♦5', '♣9', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣5', '♦Q', '♥Q', '♣8', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣7', '♥8', '♦4', '♦8', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥9', '♦3', '♥6', '♦J', '♣3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♦5', '♦K', '♣8', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♣5', '♥6', '♣J', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♦Q', '♠6', '♠3', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♦Q', '♣Q', '♠3', '♠J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♣K', '♠4', '♣3', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♦6', '♦4', '♣9', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣7', '♣T', '♥5', '♥Q', '♠9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♦3', '♦4', '♠Q', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♦T', '♠8', '♥J', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦Q', '♥9', '♠Q', '♦2', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦Q', '♠7', '♠3', '♣Q', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♠7', '♠J', '♠3', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥K', '♣K', '♣J', '♠9', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♦K', '♥K', '♥Q', '♣3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♥9', '♣3', '♥K', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥7', '♠2', '♣J', '♥3', '♠6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♠9', '♠6', '♣6', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♠Q', '♣9', '♠5', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♣5', '♠T', '♠3', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠3', '♠5', '♦7', '♣5', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♦2', '♥4', '♣2', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦Q', '♥4', '♥T', '♦3', '♦5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♠Q', '♣K', '♥Q', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠J', '♦6', '♥J', '♥6', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♣K', '♦8', '♥J', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♠7', '♣4', '♠K', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♣3', '♦5', '♠8', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♠7', '♥7', '♦8', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♠T', '♠2', '♦4', '♥4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥5', '♦5', '♥K', '♠Q', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♦9', '♣8', '♦Q', '♥4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♠7', '♠5', '♥4', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥7', '♦7', '♥5', '♣4', '♣5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♦Q', '♠3', '♠2', '♣8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♦2', '♠9', '♦Q', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♦2', '♦3', '♠Q', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♥3', '♦2', '♠6', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♣5', '♠4', '♣4', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♦7', '♦3', '♠9', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♣Q', '♣K', '♠4', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♦9', '♠9', '♥7', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦Q', '♣3', '♥K', '♠J', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♦T', '♠T', '♦4', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♥9', '♥3', '♣4', '♣5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♦5', '♣2', '♦6', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♦7', '♣K', '♦6', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠3', '♦4', '♠5', '♣8', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♦K', '♦7', '♠3', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♠7', '♥6', '♦J', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♥K', '♣J', '♥8', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♥K', '♠Q', '♥Q', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♦9', '♠7', '♣3', '♣5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣9', '♠7', '♦6', '♥5', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♥8', '♥4', '♣4', '♦6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♦7', '♣2', '♠T', '♣8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♥8', '♦5', '♦J', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♣5', '♥J', '♣7', '♣T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♦7', '♠2', '♥Q', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦3', '♣9', '♠6', '♥J', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♥T', '♦J', '♥7', '♦6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♣5', '♦9', '♣9', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♣Q', '♥8', '♣7', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♦T', '♠T', '♥7', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♣3', '♠5', '♠3', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♥K', '♠K', '♥4', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♥2', '♦T', '♥J', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♠6', '♠3', '♣5', '♣J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♣J', '♠T', '♠5', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♣Q', '♥Q', '♣5', '♠9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♠2', '♣3', '♥8', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥7', '♣3', '♠5', '♥8', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♣4', '♦4', '♣6', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♥6', '♣T', '♠8', '♦T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♦5', '♠J', '♥9', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♣6', '♣8', '♥J', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♠7', '♠3', '♥Q', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♣5', '♣8', '♠4', '♦T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥9', '♥J', '♥5', '♣K', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♦7', '♣9', '♥K', '♦T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♠9', '♠T', '♥8', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠3', '♠J', '♠4', '♥8', '♣5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♥3', '♣K', '♥9', '♣5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♦J', '♠2', '♣8', '♠9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♣5', '♦T', '♠6', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♠7', '♦3', '♦8', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♥7', '♣8', '♥J', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♠8', '♠K', '♦7', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♣K', '♦J', '♣J', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♥T', '♦J', '♣7', '♦5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣9', '♥2', '♥9', '♣J', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♠T', '♥T', '♥6', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♣8', '♥4', '♣4', '♥5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♠2', '♣Q', '♣3', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♥Q', '♠7', '♣J', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♣7', '♥6', '♠T', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♣4', '♣5', '♠K', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♠6', '♥2', '♥8', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♦8', '♥J', '♥9', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♥K', '♦6', '♠6', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♥Q', '♣T', '♠5', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♦Q', '♥Q', '♦3', '♠9']
